Rank,Team,Age,"W
▼",L,ORtg,DRtg,Pace,FTr,3PAr,TS%,TOV%,ORB%,FT/FGA,,Year,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,
10,Golden State Warriors*,25.3,47,35,106.4,105.5,0.9,94.5,0.255,0.239,0.506,14,25.4,0.201,2012,0.486,12.4,75.5,0.211,,Oracle Arena,"794,320","19,374"
11,Houston Rockets*,24.4,45,37,109.7,106.1,3.6,96.1,0.308,0.349,0.525,14.9,26.4,0.232,2012,0.502,13.5,75.2,0.196,,Toyota Center,"683,564","16,672"
12,Los Angeles Lakers*,30.7,45,37,107.8,106.6,1.2,94.4,0.345,0.303,0.512,13.9,27,0.239,2012,0.496,11.9,74.3,0.163,,STAPLES Center,"778,877","18,997"
13,Chicago Bulls*,28,45,37,103.5,103.2,0.3,89.3,0.259,0.189,0.47,13.6,29.4,0.201,2012,0.477,13.2,73.6,0.206,,United Center,"896,944","21,877"
14,Atlanta Hawks*,27.1,44,38,104.8,104.4,0.4,92.6,0.244,0.286,0.517,14.2,22.2,0.174,2012,0.496,14.2,73.6,0.181,,Philips Arena,"620,146","15,126"
15,Utah Jazz,26.3,43,39,106.7,106.8,-0.1,90.9,0.281,0.206,0.492,13.8,28.8,0.214,2012,0.501,14,73.2,0.226,,EnergySolutions Arena,"763,915","18,632"
16,Boston Celtics*,29.1,41,40,103.1,103.3,-0.2,91.7,0.263,0.215,0.503,14.1,20.1,0.204,2012,0.482,14.2,73.3,0.216,,TD Garden,"744,960","18,624"
17,Dallas Mavericks,29.5,41,41,105.9,106.5,-0.6,94.1,0.242,0.236,0.506,13,21.8,0.192,2012,0.492,13.3,73.1,0.227,,American Airlines Center,"821,490","20,036"
18,Milwaukee Bucks*,26.4,38,44,103.6,105.2,-1.6,94.7,0.236,0.232,0.476,12.7,27.9,0.174,2012,0.492,14.4,71.3,0.201,,BMO Harris Bradley Center,"616,469","15,036"
19,Toronto Raptors,25.4,34,48,105.9,107.5,-1.6,90.4,0.274,0.249,0.488,13,25.5,0.216,2012,0.5,13.6,73.4,0.247,,Air Canada Centre,"743,936","18,145"
20,Philadelphia 76ers,25.2,34,48,102,105.7,-3.7,91,0.2,0.209,0.481,12.5,24.9,0.146,2012,0.495,13.7,73.4,0.2,,Wells Fargo Center,"685,412","16,717"
21,Portland Trail Blazers,24.4,33,49,105.8,109.2,-3.4,91.4,0.25,0.284,0.498,13.9,25.3,0.194,2012,0.512,12.5,73.3,0.189,,Rose Garden Arena,"813,012","19,830"
22,Minnesota Timberwolves,26.4,31,51,102.9,105.4,-2.5,92.8,0.305,0.22,0.473,13.8,27.4,0.226,2012,0.511,15,74,0.187,,Target Center,"669,956","16,340"
23,Washington Wizards,25.4,29,53,100.2,103,-2.8,92.2,0.261,0.223,0.475,14.2,24.6,0.191,2012,0.483,13.7,74.6,0.206,,Verizon Center,"670,070","16,343"
24,Detroit Pistons,25.3,29,53,103.8,108.1,-4.3,90.8,0.282,0.217,0.487,14.3,28.3,0.197,2012,0.505,13.1,73,0.209,,The Palace of Auburn Hills,"606,094","14,685"
25,Sacramento Kings,25.6,28,54,106.2,111.4,-5.2,93.6,0.271,0.243,0.491,13.4,26.6,0.208,2012,0.517,13.6,71,0.227,,Sleep Train Arena,"563,743","13,750"
26,New Orleans Hornets,24,27,55,105.7,110.1,-4.4,88.5,0.248,0.224,0.489,14,29.2,0.193,2012,0.52,13.1,74.4,0.208,,New Orleans Arena,"565,930","13,803"
27,Phoenix Suns,26.9,25,57,101.2,108.1,-6.9,93.4,0.234,0.21,0.477,14.3,27,0.174,2012,0.512,14.2,71.9,0.208,,US Airways Center,"632,913","15,437"
28,Cleveland Cavaliers,24.1,24,58,104.3,109.4,-5.1,92.3,0.265,0.229,0.473,13,28.1,0.2,2012,0.523,14.4,72.6,0.225,,Quicken Loans Arena,"663,882","16,192"
29,Charlotte Bobcats,24.4,21,61,101.5,111.5,-10,91.5,0.31,0.21,0.46,13.2,25.7,0.233,2012,0.524,13.2,71.1,0.197,,Time Warner Cable Arena,"628,293","15,324"
30,Orlando Magic,24.6,20,62,101.6,109.1,-7.5,92.2,0.197,0.223,0.485,13.7,25.4,0.149,2012,0.508,11.8,74.6,0.195,,Amway Center,"722,716","17,62"
1,Chicago Bulls*,27.1,50,16,107.4,98.3,9.1,89.1,0.255,0.205,0.49,13.2,32.6,0.184,2011,0.45,12.8,74.3,0.175,,United Center,"731,326","22,161"
2,San Antonio Spurs*,27.5,50,16,110.9,103.2,7.7,92.9,0.261,0.257,0.528,12.8,25.1,0.195,2011,0.489,12.9,76,0.168,,AT&T Center,"607,095","18,397"
3,Oklahoma City Thunder*,25.1,47,19,109.8,103.2,6.6,93,0.334,0.252,0.516,15.3,27.8,0.269,2011,0.465,13,72.1,0.207,,Chesapeake Energy Arena,"600,699","18,203"
4,Miami Heat*,28.3,46,20,106.6,100.2,6.4,91.2,0.307,0.198,0.505,14.5,26.6,0.238,2011,0.479,15.8,73.9,0.2,,AmericanAirlines Arena,"657,855","19,935"
5,Indiana Pacers*,26.3,42,24,106.7,103.1,3.6,90.7,0.321,0.198,0.474,13.1,29.2,0.251,2011,0.476,14.1,72.3,0.222,,Bankers Life Fieldhouse,"467,561","14,169"
6,Memphis Grizzlies*,25.6,41,25,104,101.8,2.2,90.8,0.277,0.157,0.473,13.6,29.8,0.211,2011,0.485,16.3,72.7,0.227,,FedEx Forum,"518,446","15,710"
7,Los Angeles Lakers*,29.7,41,25,106,104.4,1.6,90.5,0.299,0.209,0.491,14.2,29.1,0.226,2011,0.476,10.7,74.8,0.158,,STAPLES Center,"626,901","18,997"
8,Atlanta Hawks*,27.9,40,26,104.9,101.2,3.7,90.2,0.259,0.249,0.5,13.4,23.9,0.192,2011,0.48,14.4,74.4,0.186,,Philips Arena,"501,593","15,200"
9,Los Angeles Clippers*,27.3,40,26,108.5,105.7,2.8,89.2,0.287,0.269,0.502,12.7,29.5,0.195,2011,0.492,14.2,73.2,0.245,,STAPLES Center,"634,237","19,219"
10,Boston Celtics*,29.3,39,27,101,98.2,2.8,90.4,0.257,0.194,0.496,14.7,19.7,0.2,2011,0.452,14.9,72.4,0.216,,TD Garden,"614,592","18,624"
11,Denver Nuggets*,26.6,38,28,109.2,106.2,3,94.2,0.326,0.243,0.516,14.1,27.7,0.239,2011,0.508,14.3,74.3,0.185,,Pepsi Center,"561,966","17,029"
12,Orlando Magic*,27.5,37,29,105,104.1,0.9,89,0.292,0.346,0.506,14.5,26.5,0.193,2011,0.488,12.9,75.5,0.19,,Amway Center,"623,587","18,897"
13,New York Knicks*,26.3,36,30,104.4,101,3.4,93.2,0.306,0.288,0.492,14.9,26.6,0.227,2011,0.485,15.9,73.7,0.224,,Madison Square Garden (IV),"652,179","19,763"
14,Dallas Mavericks*,31.3,36,30,103.3,102.3,1,91.4,0.246,0.271,0.489,13.4,23.4,0.19,2011,0.479,13.9,74.8,0.203,,American Airlines Center,"671,050","20,335"
15,Utah Jazz*,25.6,36,30,106.8,106.1,0.7,91.4,0.302,0.153,0.481,13,30.2,0.227,2011,0.493,13.8,73.8,0.245,,EnergySolutions Arena,"637,124","19,307"
16,Philadelphia 76ers*,24.9,35,31,103.9,99.2,4.7,89.7,0.217,0.175,0.48,10.9,24.4,0.161,2011,0.46,13.5,75.2,0.192,,Wells Fargo Center,"577,597","17,503"
17,Houston Rockets,26.2,34,32,105.5,105.2,0.3,91.7,0.235,0.24,0.492,13.5,27.5,0.184,2011,0.49,13.8,73.4,0.21,,Toyota Center,"506,994","15,363"
18,Phoenix Suns,28.9,33,33,106.2,106.5,-0.3,92.6,0.257,0.238,0.499,13.3,25.8,0.194,2011,0.491,13.1,71.7,0.2,,US Airways Center,"514,718","15,598"
19,Milwaukee Bucks,26.2,31,35,105.5,105.2,0.3,93.7,0.25,0.224,0.481,12.9,27.7,0.194,2011,0.489,14.6,70.9,0.217,,Bradley Center,"485,717","14,719"
20,Portland Trail Blazers,27.5,28,38,105.7,106.4,-0.7,91.2,0.263,0.255,0.488,13.4,26.3,0.209,2011,0.504,14.1,72.8,0.199,,Rose Garden Arena,"676,384","20,496"
21,Minnesota Timberwolves,24.4,26,40,104.3,106.6,-2.3,93.3,0.306,0.262,0.477,14,27.5,0.236,2011,0.491,12.2,73,0.187,,Target Center,"577,197","17,491"
22,Detroit Pistons,26.3,25,41,101,106.3,-5.3,89.2,0.279,0.175,0.468,15,28.1,0.21,2011,0.5,14.2,72.8,0.226,,The Palace of Auburn Hills,"475,638","14,413"
23,Golden State Warriors,25.3,23,43,105.4,109.1,-3.7,92.3,0.227,0.248,0.505,13.3,22.9,0.175,2011,0.496,13.6,69.1,0.237,,Oracle Arena,"622,311","18,858"
24,Toronto Raptors,25.7,23,43,100.8,104.5,-3.7,89.3,0.274,0.209,0.475,14.8,25.9,0.211,2011,0.475,12.8,75.4,0.26,,Air Canada Centre,"555,584","16,836"
25,Sacramento Kings,24.3,22,44,103.8,109.8,-6,94.7,0.268,0.228,0.472,13,29.1,0.197,2011,0.515,13.9,70.5,0.199,,Power Balance Pavilion,"478,764","14,508"
26,New Jersey Nets,26.1,22,44,102.9,109.6,-6.7,90.1,0.269,0.278,0.473,14.3,27.8,0.209,2011,0.513,13.7,70.7,0.209,,Prudential Center,"460,719","13,961"
27,New Orleans Hornets,25.5,21,45,100.9,105.1,-4.2,88.3,0.274,0.152,0.476,15.2,27.5,0.207,2011,0.485,13.5,73.1,0.218,,New Orleans Arena,"498,618","15,110"
28,Cleveland Cavaliers,26,21,45,101.1,108.9,-7.8,91.3,0.307,0.238,0.463,14.3,28.9,0.22,2011,0.508,13.1,72.2,0.202,,Quicken Loans Arena,"525,577","15,927"
29,Washington Wizards,24.2,20,46,101,106.2,-5.2,92.5,0.253,0.196,0.472,14.2,27.3,0.184,2011,0.492,14.2,70.9,0.229,,Verizon Center,"552,038","16,728"
30,Charlotte Bobcats,24.5,7,59,95.2,110.4,-15.2,91.1,0.276,0.169,0.439,13.9,23.6,0.206,2011,0.512,12.8,70.9,0.206,,Time Warner Cable Arena,"486,984",
1,Chicago Bulls*,26.4,62,20,108.3,100.3,8,90.4,0.305,0.215,0.501,13.5,29.4,0.227,2010,0.463,13.6,76.2,0.222,,United Center,"893,462","21,792"
2,San Antonio Spurs*,28.8,61,21,111.8,105.6,6.2,92.3,0.299,0.261,0.527,12.8,24.9,0.229,2010,0.491,12.6,74.6,0.19,,AT&T Center,"750,879","18,314"
3,Miami Heat*,29,58,24,111.7,103.5,8.2,90.9,0.363,0.235,0.524,13.5,25.2,0.279,2010,0.475,12.6,75.5,0.223,,AmericanAirlines Arena,"810,930","19,779"
4,Los Angeles Lakers*,30.2,57,25,111,104.3,6.7,90.7,0.293,0.22,0.502,12.3,29.2,0.228,2010,0.477,12.8,72.3,0.181,,STAPLES Center,"778,877","18,997"
5,Dallas Mavericks*,30.9,57,25,109.7,105,4.7,91.3,0.286,0.274,0.525,13.6,24.1,0.222,2010,0.488,13,74.8,0.206,,American Airlines Center,"824,162","20,102"
6,Boston Celtics*,29.5,56,26,106.2,100.3,5.9,90.4,0.305,0.18,0.519,14.5,21.1,0.235,2010,0.469,14.8,74.7,0.235,,TD Garden,"763,584","18,624"
7,Oklahoma City Thunder*,23.7,55,27,111.2,107.2,4,92.7,0.363,0.212,0.501,13.1,27.4,0.299,2010,0.493,12.9,73.6,0.228,,Chesapeake Energy Arena,"744,068","18,148"
8,Orlando Magic*,27.6,52,30,107.9,102,5.9,91.2,0.328,0.328,0.521,14.3,26.1,0.227,2010,0.475,13.3,76.9,0.219,,Amway Center,"777,852","18,972"
9,Denver Nuggets*,27.3,50,32,112.3,107.3,5,95.6,0.367,0.258,0.526,13.1,23.9,0.281,2010,0.5,12.7,75.4,0.224,,Pepsi Center,"696,568","16,989"
10,Portland Trail Blazers*,26.7,48,34,108.8,107.1,1.7,87.9,0.278,0.228,0.486,12.6,29.5,0.224,2010,0.51,15.4,72,0.231,,Rose Garden Arena,"840,924","20,510"
11,Memphis Grizzlies*,25.2,46,36,107.6,105.1,2.5,91.9,0.291,0.136,0.493,13,28.9,0.218,2010,0.502,15.7,72.5,0.228,,FedEx Forum,"600,687","14,651"
12,New Orleans Hornets*,26.3,46,36,106.2,105.2,1,88.7,0.296,0.192,0.493,12.8,25.1,0.226,2010,0.501,14.4,76.2,0.22,,New Orleans Arena,"603,088","14,709"
13,Atlanta Hawks*,27.4,44,38,106.1,107,-0.9,89.3,0.269,0.222,0.501,13.5,23.4,0.209,2010,0.495,12.3,74.6,0.211,,Philips Arena,"641,596","15,649"
14,Houston Rockets,26.5,43,39,111.3,109,2.3,94.2,0.299,0.264,0.503,12.3,27.4,0.239,2010,0.5,12.6,72.7,0.219,,Toyota Center,"663,839","16,191"
15,New York Knicks*,25.3,42,40,110.9,110.1,0.8,95.6,0.304,0.303,0.513,12.6,24.2,0.246,2010,0.511,13.8,71.9,0.24,,Madison Square Garden (IV),"808,879","19,729"
16,Philadelphia 76ers*,24.7,41,41,106.6,105,1.6,91.7,0.273,0.184,0.494,12.3,24.6,0.21,2010,0.487,13.5,74.5,0.231,,Wells Fargo Center,"604,823","14,752"
17,Phoenix Suns,29.6,40,42,109.5,110.4,-0.9,94.4,0.283,0.271,0.522,13.2,23.7,0.215,2010,0.513,13.1,71.6,0.211,,US Airways Center,"720,249","17,567"
18,Utah Jazz,26.8,39,43,108.1,110.1,-2,91,0.313,0.191,0.498,13.5,27,0.241,2010,0.505,13.8,71.7,0.275,,EnergySolutions Arena,"799,982","19,512"
19,Indiana Pacers*,25.9,37,45,104.8,106,-1.2,94.7,0.3,0.244,0.486,14.1,25.9,0.235,2010,0.487,12.8,74.1,0.237,,Conseco Fieldhouse,"555,077","13,538"
20,Golden State Warriors,25.2,36,46,108.2,110.7,-2.5,94.8,0.241,0.248,0.51,13.3,26.7,0.183,2010,0.509,14.5,69.3,0.259,,Oracle Arena,"766,398","18,693"
21,Milwaukee Bucks,26.7,35,47,101.6,102.5,-0.9,89.8,0.287,0.216,0.467,13,24.7,0.217,2010,0.481,14.7,74.8,0.236,,Bradley Center,"631,912","15,412"
22,Charlotte Bobcats,26.9,34,48,103.4,107.8,-4.4,89.6,0.314,0.189,0.482,14.1,25.7,0.237,2010,0.5,12.9,75.2,0.229,,Time Warner Cable Arena,"649,694","15,846"
23,Los Angeles Clippers,24.6,32,50,105.3,108.7,-3.4,92.8,0.332,0.23,0.496,15.1,28.4,0.234,2010,0.499,12.8,73.2,0.25,,STAPLES Center,"727,462","17,743"
24,Detroit Pistons,27.2,30,52,107.7,111.7,-4,89.2,0.279,0.189,0.495,12.5,27.4,0.206,2010,0.526,13.8,72.1,0.235,,The Palace of Auburn Hills,"683,080","16,660"
25,Sacramento Kings,24.8,24,58,103.5,109,-5.5,95.2,0.284,0.183,0.48,14.4,29.9,0.208,2010,0.513,13.5,74.4,0.233,,Power Balance Pavilion,"569,496","13,890"
26,New Jersey Nets,24.8,24,58,103.1,109.9,-6.8,89.9,0.283,0.201,0.474,13.4,26.1,0.215,2010,0.503,11.8,74.2,0.241,,Prudential Center,"581,378","13,949"
27,Washington Wizards,24.9,23,59,102.4,110.2,-7.8,93.8,0.29,0.172,0.471,13.9,28,0.216,2010,0.512,14.4,70.5,0.249,,Verizon Center,"688,466","16,792"
28,Toronto Raptors,24.5,22,60,106.1,112.9,-6.8,92.9,0.293,0.162,0.491,13.7,28.2,0.221,2010,0.522,13,72,0.251,,Air Canada Centre,"680,255","16,592"
29,Cleveland Cavaliers,26.6,19,63,102.2,111.8,-9.6,93,0.312,0.224,0.472,13.4,24.2,0.233,2010,0.524,12.7,73.3,0.211,,Quicken Loans Arena,"824,595","20,112"
30,Minnesota Timberwolves,23.8,17,65,104.2,111.1,-6.9,96.5,0.282,0.223,0.483,15.1,29.6,0.217,2010,0.514,13.1,73.7,0.251,,Target Center,"624,960","15,243"
1,Cleveland Cavaliers*,28,61,21,111.2,104.1,7.1,91.4,0.341,0.248,0.532,13.4,25.1,0.246,2009,0.482,12.3,77.2,0.218,,Quicken Loans Arena,"843,042","20,562"
2,Orlando Magic*,27.9,59,23,111.4,103.3,8.1,92,0.34,0.35,0.536,13.6,24.6,0.246,2009,0.477,12.2,77.4,0.205,,Amway Arena,"715,901","17,461"
3,Los Angeles Lakers*,28.4,57,25,108.8,103.7,5.1,92.8,0.289,0.227,0.496,12.4,27.6,0.221,2009,0.484,13.2,74.4,0.195,,STAPLES Center,"778,877","18,997"
4,Dallas Mavericks*,30.7,55,27,109.2,106.3,2.9,92.5,0.277,0.222,0.506,12.3,24.3,0.226,2009,0.495,13.6,73.7,0.206,,American Airlines Center,"819,770","19,994"
5,Phoenix Suns*,28.5,54,28,115.3,110.2,5.1,95.3,0.312,0.261,0.546,13.6,27.6,0.24,2009,0.491,11.6,70.8,0.224,,US Airways Center,"723,582","17,648"
6,Utah Jazz*,25.6,53,29,110.7,105,5.7,93.8,0.34,0.184,0.524,14.2,26.8,0.252,2009,0.492,14.2,75.6,0.269,,EnergySolutions Arena,"794,512","19,378"
7,Atlanta Hawks*,26.5,53,29,111.9,106.7,5.2,90.1,0.281,0.214,0.506,11.4,28.2,0.213,2009,0.496,13.2,72.7,0.208,,Philips Arena,"678,375","16,546"
8,Denver Nuggets*,27.7,53,29,111.8,107.5,4.3,94.8,0.376,0.227,0.509,12.7,26.1,0.29,2009,0.495,13.8,72.4,0.251,,Pepsi Center,"737,301","17,983"
9,San Antonio Spurs*,28.7,50,32,110,104.5,5.5,91.7,0.296,0.232,0.515,12.9,26.8,0.219,2009,0.483,12.1,76.3,0.214,,AT&T Center,"741,676","18,090"
10,Boston Celtics*,29.4,50,32,107.7,103.8,3.9,91.6,0.332,0.228,0.522,14.5,22.8,0.248,2009,0.487,14.9,73.8,0.251,,TD Garden,"763,584","18,624"
11,Portland Trail Blazers*,26.6,50,32,110.8,107.1,3.7,87.7,0.315,0.215,0.499,12.1,28.2,0.249,2009,0.502,13.3,74.8,0.219,,Rose Garden Arena,"840,371","20,497"
12,Oklahoma City Thunder*,23.2,50,32,108.3,104.6,3.7,93.1,0.333,0.185,0.494,13.9,28.6,0.268,2009,0.483,14,73.6,0.229,,Oklahoma City Arena,"738,149","18,004"
13,Miami Heat*,27.1,47,35,106.6,104.1,2.5,89.6,0.296,0.219,0.496,12.8,26.1,0.223,2009,0.48,13.9,74.9,0.246,,AmericanAirlines Arena,"726,935","17,730"
14,Milwaukee Bucks*,26.4,46,36,104.9,103.1,1.8,91.7,0.239,0.259,0.482,12.3,26.2,0.181,2009,0.486,14.6,76.4,0.266,,Bradley Center,"619,453","15,109"
15,Charlotte Bobcats*,27.4,44,38,104.4,102.8,1.6,90.4,0.346,0.211,0.49,15.1,26.5,0.26,2009,0.491,14.7,74.2,0.194,,Time Warner Cable Arena,"648,520","15,818"
16,Houston Rockets,26,42,40,107.6,108,-0.4,94,0.292,0.265,0.494,13.2,26.9,0.225,2009,0.511,13.6,73.8,0.215,,Toyota Center,"677,658","16,528"
17,Chicago Bulls*,26.2,41,41,103.5,105.3,-1.8,93.1,0.287,0.156,0.477,13.3,26.6,0.217,2009,0.484,12.3,74.8,0.212,,United Center,"849,760","20,726"
18,Memphis Grizzlies,24.1,40,42,108.3,109.9,-1.6,93.6,0.32,0.148,0.494,13.7,31.3,0.235,2009,0.52,13.2,73.3,0.205,,FedEx Forum,"552,914","13,486"
19,Toronto Raptors,25.2,40,42,111.3,113.2,-1.9,93.1,0.319,0.211,0.521,12.7,24.7,0.244,2009,0.513,11.8,72.9,0.247,,Air Canada Centre,"733,784","17,897"
20,New Orleans Hornets,27.5,37,45,107.4,110.1,-2.7,92.6,0.243,0.23,0.506,12.7,24.8,0.189,2009,0.523,13.5,73.8,0.205,,New Orleans Arena,"617,366","15,058"
21,Indiana Pacers,26.6,32,50,103.7,106.8,-3.1,97.1,0.296,0.278,0.491,13.8,21.6,0.229,2009,0.49,13.4,73,0.258,,Conseco Fieldhouse,"582,295","14,202"
22,New York Knicks,25.4,29,53,107.6,111.6,-4,94,0.256,0.312,0.509,13,23.5,0.2,2009,0.526,13.3,72.1,0.207,,Madison Square Garden (IV),"799,550","19,501"
23,Los Angeles Clippers,27.3,29,53,103.3,110.1,-6.8,92.6,0.283,0.221,0.491,14.8,27.1,0.206,2009,0.509,12.2,74,0.214,,STAPLES Center,"670,063","16,343"
24,Philadelphia 76ers,25.4,27,55,106.1,110.3,-4.2,91.6,0.27,0.206,0.496,13.7,27.6,0.204,2009,0.518,13.8,73.2,0.231,,Wachovia Center,"583,219","14,225"
25,Detroit Pistons,26.7,27,55,105.6,111.4,-5.8,88.5,0.303,0.18,0.474,12.8,30.3,0.22,2009,0.526,14.2,73.4,0.264,,The Palace of Auburn Hills,"768,826","18,752"
26,Golden State Warriors,25.1,26,56,108.1,111.7,-3.6,100.4,0.294,0.238,0.514,13.1,20.9,0.23,2009,0.525,15.1,68.5,0.26,,Oracle Arena,"739,120","18,027"
27,Washington Wizards,27.6,26,56,104.2,109.4,-5.2,91.6,0.283,0.183,0.481,13.9,27.6,0.216,2009,0.502,12.8,72.4,0.239,,Verizon Center,"664,398","16,205"
28,Sacramento Kings,24.1,25,57,105.3,109.9,-4.6,94,0.286,0.201,0.491,13.6,27.8,0.207,2009,0.505,12.6,73.5,0.244,,Power Balance Pavilion,"543,416","13,254"
29,Minnesota Timberwolves,24.1,15,67,101.7,111.6,-9.9,96.1,0.278,0.171,0.478,14.6,26.7,0.207,2009,0.525,13,73.6,0.22,,Target Center,"619,170","15,102"
30,New Jersey Nets,24.8,12,70,100.6,110.5,-9.9,91.4,0.307,0.181,0.458,13.7,25.1,0.24,2009,0.517,13.3,71.8,0.229,,Izod Center,"537,230",
1,Cleveland Cavaliers*,26.6,66,16,112.4,102.4,10,88.7,0.312,0.259,0.519,12.5,27.7,0.236,2008,0.468,13.5,74.6,0.226,,Quicken Loans Arena,"841,000","20,512"
2,Los Angeles Lakers*,27.4,65,17,112.8,104.7,8.1,94.3,0.299,0.217,0.513,12.3,29.4,0.23,2008,0.49,14.2,73,0.213,,STAPLES Center,"778,877","18,997"
3,Boston Celtics*,27.8,62,20,110.5,102.3,8.2,90.4,0.328,0.214,0.528,15,27.9,0.251,2008,0.47,14,75.6,0.253,,TD Banknorth Garden,"763,584","18,624"
4,Orlando Magic*,27.3,59,23,109.2,101.9,7.3,92.3,0.351,0.335,0.52,13.4,24,0.251,2008,0.465,12.3,75.9,0.209,,Amway Arena,"698,768","17,043"
5,Portland Trail Blazers*,24,54,28,113.9,107.8,6.1,86.6,0.306,0.239,0.511,12.5,32.6,0.234,2008,0.499,13.2,75,0.227,,Rose Garden Arena,"841,499","20,524"
6,San Antonio Spurs*,30.4,54,28,108.5,104.3,4.2,88.4,0.251,0.248,0.513,11.7,22.1,0.191,2008,0.487,11.7,78,0.191,,AT&T Center,"749,048","18,269"
7,Denver Nuggets*,27.7,54,28,110.4,106.8,3.6,94.3,0.382,0.227,0.512,14.2,27.5,0.29,2008,0.485,14.1,71.7,0.259,,Pepsi Center,"706,165","17,224"
8,Houston Rockets*,27.9,53,29,108.4,104,4.4,90.2,0.292,0.254,0.501,13.6,26.4,0.235,2008,0.479,11.9,75.3,0.192,,Toyota Center,"717,669","17,504"
9,Dallas Mavericks*,29,50,32,110.5,108.4,2.1,91.5,0.274,0.241,0.504,12.1,26.6,0.224,2008,0.493,12.3,74.6,0.225,,American Airlines Center,"821,723","20,042"
10,New Orleans Hornets*,28.2,49,33,108.7,107,1.7,87.8,0.288,0.24,0.501,12.5,24.6,0.232,2008,0.496,13.2,74.9,0.23,,New Orleans Arena,"695,727","16,969"
11,Utah Jazz*,25.5,48,34,110.1,107.3,2.8,93.1,0.355,0.169,0.504,13.6,28.2,0.274,2008,0.505,15,72.7,0.262,,EnergySolutions Arena,"816,042","19,903"
12,Atlanta Hawks*,25.8,47,35,109.3,107.6,1.7,89.6,0.323,0.253,0.504,12.5,26,0.238,2008,0.494,13.2,71.6,0.21,,Philips Arena,"686,688","16,748"
13,Phoenix Suns,29.5,46,36,113.6,111.6,2,96,0.336,0.216,0.545,14.4,27.7,0.25,2008,0.511,12.8,71.7,0.233,,US Airways Center,"755,302","18,422"
14,Miami Heat*,25.6,43,39,107.8,107.6,0.2,89.9,0.282,0.245,0.5,12.1,24.6,0.212,2008,0.501,14.5,72.9,0.251,,AmericanAirlines Arena,"748,778","18,263"
15,Philadelphia 76ers*,26.1,41,41,107.9,107.8,0.1,90,0.339,0.164,0.485,13.4,31.3,0.253,2008,0.507,14.9,71.4,0.216,,Wachovia Center,"647,898","15,802"
16,Chicago Bulls*,24.9,41,41,108.4,108.7,-0.3,93.1,0.3,0.189,0.493,13.3,28,0.239,2008,0.493,13.1,70.9,0.238,,United Center,"868,667","21,187"
17,Detroit Pistons*,28.2,39,43,107.4,108,-0.6,86.7,0.282,0.165,0.483,11.7,27.9,0.212,2008,0.485,11.7,74,0.248,,The Palace of Auburn Hills,"896,971","21,877"
18,Indiana Pacers,26.5,36,46,108.1,109.2,-1.1,96.5,0.267,0.244,0.501,13.1,25.4,0.215,2008,0.499,12.7,74.5,0.271,,Conseco Fieldhouse,"581,472","14,182"
19,Charlotte Bobcats,25.8,35,47,104.7,106.1,-1.4,88.3,0.312,0.213,0.494,15.1,27.7,0.231,2008,0.498,14.4,73,0.229,,Time Warner Cable Arena,"597,548","14,574"
20,Milwaukee Bucks,26.3,34,48,106.7,107.9,-1.2,92.6,0.306,0.208,0.483,13.1,27.8,0.239,2008,0.503,15.6,74,0.315,,Bradley Center,"630,976","15,390"
21,New Jersey Nets,25.7,34,48,108.3,111,-2.7,89.9,0.303,0.265,0.497,12.7,25.2,0.236,2008,0.509,13,73.5,0.272,,Izod Center,"621,062","15,148"
22,Toronto Raptors,27,33,49,107,110,-3,92,0.279,0.193,0.494,12.8,24,0.23,2008,0.511,12.6,73.7,0.202,,Air Canada Centre,"769,707","18,773"
23,New York Knicks,25.7,32,50,108.1,110.8,-2.7,96.7,0.268,0.322,0.503,12.9,24.4,0.21,2008,0.52,13,72.7,0.215,,Madison Square Garden (IV),"790,801","19,288"
24,Golden State Warriors,25,29,53,109.5,113.3,-3.8,98.2,0.339,0.209,0.497,12.9,26.1,0.268,2008,0.508,12.9,68.1,0.251,,Oracle Arena,"776,660","18,943"
25,Minnesota Timberwolves,25.4,24,58,106.1,111.4,-5.3,91.6,0.289,0.227,0.481,13.3,27.7,0.222,2008,0.515,12,75,0.254,,Target Center,"595,013","14,513"
26,Memphis Grizzlies,23.3,24,58,103.5,109.5,-6,90.1,0.329,0.175,0.486,14.8,25.8,0.249,2008,0.515,14.1,73.5,0.247,,FedEx Forum,"519,895","12,680"
27,Oklahoma City Thunder,24.5,23,59,102.9,109.4,-6.5,93.6,0.308,0.141,0.471,14.8,28.6,0.242,2008,0.514,13,73.9,0.216,,Ford Center,"766,868","18,704"
28,Washington Wizards,26.9,19,63,105.4,113.6,-8.2,91,0.293,0.18,0.48,13.2,27.7,0.224,2008,0.533,13.3,71.4,0.227,,Verizon Center,"681,119","16,613"
29,Los Angeles Clippers,26.6,19,63,102.3,111.7,-9.4,92.1,0.275,0.226,0.481,14,25.1,0.202,2008,0.512,12.4,71.2,0.227,,STAPLES Center,"663,587","16,185"
30,Sacramento Kings,26.3,17,65,105.5,114.7,-9.2,94.2,0.315,0.238,0.491,14.3,24.5,0.252,2008,0.526,13,69.9,0.269,,ARCO Arena (II),"520,169","12,687"
1,Boston Celtics*,27.9,66,16,110.2,98.9,11.3,90.9,0.346,0.249,0.522,14.7,26.6,0.267,2007,0.457,15.2,74.4,0.253,,TD Banknorth Garden,"763,584","18,624"
